1,5
2,4
3,4
4,5
5,6
6,8
7,7
8,8
9,8
10,9
11,20
12,11
13,12
14,13
15,14
16,13
17,27
18,15
19,16
20,17
21,37
22,18
23,20
24,20
25,26
26,21
27,22
28,29
29,27
30,24
31,29
32,26
33,35
34,25
35,25
36,34
37,26
38,45
39,35
40,51
41,38
42,42
43,36
44,39
45,36
46,44
47,35
48,41
49,43
50,36
51,43
52,40
53,52
54,46
55,46
56,47
57,47
58,68
59,60
60,49
61,56
62,55
63,54
64,53
65,57
66,50
67,56
68,54
69,79
70,65
71,51
72,62
73,91
74,61
75,58
76,62
77,59
78,70
79,35
80,34
81,36
82,36
83,32
84,34
85,36
86,41
87,40
88,39
89,39
90,42
91,39
92,41
93,41
94,42
95,45
96,44
97,45
98,42
99,44
100,49
101,43
102,44
103,48
104,51
105,54
106,46
107,51
108,54
109,52
110,50
111,58
112,65
113,55
114,66
115,34
116,38
117,36
118,38
119,38
120,38
121,41
122,37
123,37
124,43
125,39
126,40
127,38
128,45
129,40
130,43
131,41
132,39
133,42
134,41
135,44
136,42
137,44
138,66
139,45
140,44
141,44
142,44
143,48
144,44
145,43
146,47
147,49
148,51
149,47
150,47
151,46
152,48
153,49
154,48
155,52
156,50
157,49
158,50
159,62
160,37
161,47
162,39
163,41
164,39
165,40
166,44
167,41
168,39
169,42
170,46
171,42
172,44
173,43
174,43
175,55
176,46
177,45
178,44
179,46
180,44
181,44
182,47
183,47
184,44
185,47
186,46
187,44
188,46
189,46
190,51
191,46
192,47
193,46
194,48
195,46
196,48
197,52
198,47
199,48
200,49
201,48
202,49
203,51
204,53
205,49
206,49
207,50
208,54
209,56
210,42
211,43
212,41
213,43
214,44
215,47
216,46
217,43
218,44
219,47
220,43
221,45
222,43
223,46
224,48
225,44
226,46
227,46
228,47
229,49
230,47
231,45
232,47
233,47
234,47
235,46
236,50
237,47
238,47
239,53
240,48
241,48
242,53
243,48
244,50
245,49
246,49
247,50
248,67
249,63
250,72
251,95
252,63
253,72
254,85
255,72
256,60
257,58
258,85
259,78
260,83
261,77
262,75
263,85
264,72
265,81
266,63
267,62
268,66
269,67
270,77
271,65
272,65
273,66
274,64
275,65
276,61
277,62
278,57
279,68
280,62
281,63
282,65
283,62
284,64
285,68
286,59
287,61
288,61
289,74
290,52
291,50
292,49
293,53
294,50
295,51
296,56
297,67
298,53
299,57
300,51
301,53
302,51
303,53
304,52
305,55
306,52
307,60
308,74
309,68
310,66
311,55
312,76
313,75
314,78
315,64
316,56
317,76
318,63
319,62
320,72
321,51
322,57
323,59
324,72
325,64
326,97
327,52
328,52
329,51
330,50
331,51
332,57
333,53
334,57
335,55
336,56
337,52
338,54
339,53
340,57
341,53
342,55
343,56
