10,89
11,23
12,23
13,22
14,24
15,24
16,24
17,25
18,25
19,24
20,26
21,26
22,26
23,27
24,27
25,28
26,27
27,27
28,28
29,28
30,28
31,29
32,30
33,29
34,30
35,31
36,31
37,30
38,31
39,32
40,32
41,32
42,32
43,35
44,33
45,33
46,34
47,33
48,34
49,35
50,35
51,36
52,36
53,37
54,36
55,37
56,37
57,38
58,39
59,38
60,38
61,39
62,39
63,40
64,41
65,39
66,40
67,42
68,42
69,54
70,42
71,42
72,42
73,44
74,44
75,43
76,44
77,45
78,45
79,46
80,46
81,47
82,47
83,48
84,47
85,46
86,48
87,48
88,49
89,48
90,48
91,50
92,50
93,49
94,51
95,51
96,61
97,66
98,65
99,65
100,53
101,53
102,52
103,53
104,53
105,55
106,53
107,56
108,55
109,54
110,56
111,58
112,56
113,56
114,67
115,57
116,58
117,58
118,58
119,59
120,59
121,58
122,58
123,59
124,60
125,60
126,61
127,61
128,64
129,62
130,61
131,62
132,96
133,63
134,65
135,64
136,63
137,65
138,65
139,65
140,64
141,67
142,67
143,67
144,69
145,69
146,67
147,69
148,71
149,70
150,70
151,88
152,107
153,88
154,90
155,87
156,85
157,84
158,96
159,91
160,91
161,101
162,103
163,93
164,96
165,94
166,164
167,99
168,77
169,74
170,94
171,99
172,110
173,78
174,83
175,78
176,79
177,78
178,79
179,79
180,97
181,81
182,82
183,80
184,80
185,85
186,102
187,106
188,106
189,105
190,105
191,104
192,108
193,107
194,114
195,109
196,108
197,107
198,107
199,111
200,116
201,115
202,115
203,109
204,102
205,120
206,140
207,140
208,148
209,138
210,121
211,122
212,115
213,126
214,175
215,175
216,122
217,131
218,122
219,117
220,116
221,116
222,120
223,117
224,122
225,119
226,99
227,92
228,70
229,70
230,72
231,80
232,82
233,75
234,70
235,71
236,76
237,74
238,73
239,72
240,71
241,73
242,78
243,91
244,94
245,93
246,93
247,94
248,97
249,92
250,94
251,75
252,95
253,99
254,94
255,97
256,101
257,99
258,117
259,100
260,96
261,102
262,99
263,99
264,113
265,77
266,78
267,77
268,77
269,79
270,83
271,78
272,78
273,77
274,77
275,83
276,83
277,82
278,78
279,74
280,111
281,82
282,81
283,109
284,103
285,94
286,84
287,84
288,91
289,114
290,134
291,98
292,83
293,85
294,105
295,93
296,91
297,85
298,85
299,83
300,86
301,117
302,69
303,71
304,77
305,62
306,62
307,61
308,56
309,56
310,57
311,56
312,58
313,57
314,65
315,66
316,81
317,87
318,112
319,82
320,70
321,74
322,89
323,87
324,87
325,127
326,88
327,73
328,78
329,80
330,88
331,104
332,94
333,71
334,68
335,69
336,69
337,68
338,71
339,85
340,69
341,70
342,69
343,69
344,70
345,70
346,68
347,70
348,70
349,72
350,73
351,83
352,81
353,66
354,65
355,69
356,67
357,81
358,82
359,90
360,78
361,87
362,129
363,66
364,65
365,65
366,62
367,63
368,62
369,62
370,62
371,61
372,63
373,64
374,64
375,64
376,66
377,78
378,80
379,81
380,80
381,81
382,86
383,75
384,80
385,81
386,84
387,66
388,69
389,82
390,82
391,101
392,103
393,98
394,92
395,99
396,85
397,81
398,76
399,82
400,84
401,105
402,84
403,88
404,84
405,85
406,82
407,84
408,89
409,99
410,83
411,81
412,84
413,93
414,86
415,85
416,81
417,84
418,82
419,76
420,85
421,86
422,89
423,84
424,82
425,81
426,98
427,80
428,81
429,82
430,81
431,81
432,82
433,85
434,91
435,85
436,82
437,84
438,82
439,82
440,83
441,86
442,83
443,97
444,80
445,84
446,89
447,84
448,80
449,81
450,82
451,80
452,82
453,81
454,80
455,81
456,83
457,86
458,91
459,83
460,68
461,68
462,68
463,69
464,68
465,84
466,85
467,91
468,86
469,91
470,95
471,91
472,103
473,95
474,91
475,90
476,94
477,92
478,101
479,102
480,89
481,94
482,96
483,96
484,92
485,86
486,88
487,89
488,92
489,91
490,72
491,74
492,85
493,90
494,83
