10,10
11,10
12,13
13,24
14,26
15,28
16,40
17,36
18,53
19,63
20,68
21,64
22,45
23,45
24,74
25,53
26,84
27,44
28,73
29,73
30,91
31,100
32,143
33,115
34,147
35,139
36,140
37,156
38,124
39,151
40,148
41,158
42,251
43,270
44,251
45,313
46,309
47,316
48,351
49,354
50,387
51,461
52,458
53,490
54,486
55,366
56,434
57,603
58,470
59,489
60,490
61,721
62,793
63,641
64,929
65,606
66,982
67,1496
68,1239
69,816
70,791
71,773
72,849
73,1167
74,868
75,1471
76,984
77,1617
78,1265
79,1084
80,1155
81,1162
82,1205
83,1266
84,1244
85,2676
86,1861
87,1637
88,2277
89,3085
90,2282
91,2082
92,2702
93,2651
94,1829
95,1832
96,2958
97,2243
98,3146
99,2119
100,2288
101,2570
102,3452
103,2417
104,2767
105,2513
106,4663
107,2623
108,4038
109,2845
110,2828
111,2947
112,3473
113,4540
114,3274
115,4678
116,3346
117,4904
118,5202
119,4350
120,5161
121,4599
122,3992
123,3887
124,5696
125,5856
126,6352
127,6062
128,5713
129,8173
130,7126
131,4792
132,6510
133,7633
134,8766
135,7658
136,10057
137,9402
138,8615
139,6137
140,8805
141,6852
142,6844
143,9008
144,7592
145,7876
146,9865
147,9098
148,6803
149,7228
150,7183
151,9560
152,8486
153,7621
154,8508
155,10200
156,8156
157,9837
158,10716
159,12208
160,10145
161,9402
162,11309
163,11015
164,13759
165,8995
166,9070
167,9484
168,9716
169,11575
170,9820
171,15682
172,11343
173,14096
174,14455
175,12370
176,12464
177,15353
178,12900
179,15208
180,17207
181,15986
182,14906
183,14176
184,20011
185,13451
186,23620
187,12855
188,14903
189,13454
190,14825
191,13956
192,13642
193,19700
194,20552
195,21088
196,22542
197,22623
198,16593
199,18137
200,25011
201,17430
202,16880
203,17051
204,19365
205,23333
206,20223
207,17997
208,21228
209,25838
210,31830
211,29187
212,29434
213,25256
214,23613
215,34516
216,26159
217,29062
218,27403
219,30219
220,32221
221,23226
222,23728
223,24249
224,22687
225,26457
226,26388
227,26807
228,27744
229,30206
230,31242
231,27750
232,33563
233,28453
234,29492
235,33498
236,30338
237,30301
238,36127
239,30366
240,30686
241,32189
242,32408
243,31989
244,34199
245,34013
246,34928
247,35128
248,36949
249,35584
250,35529
